Agency,City,State,Legacy NTD ID,NTD ID,Organization Type,NTD Reporter Type,Primary UZA Population,Agency VOMS,Mode,Type of Service,Mode VOMS,Mode VOMS Questionable,Max Trains in Operation,Max Trains in Operation Questionable,Average Speed (mi/hr),Average Speed (mi/hr) Questionable,Average Passenger Trip Length (mi),Average Passenger Trip Length (mi) Questionable,Passengers per Hour,Passengers per Hour Questionable,Scheduled Vehicle Revenue Miles,Scheduled Vehicle Revenue Miles Questionable,Vehicle Miles,Vehicle Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Deadhead Miles, Deadhead Miles Questionable ,Vehicle Hours, Vehicle Hours Questionable ,"Vehicle 
Revenue 
Hours", Vehicle Revenue Hours Questionable ,Deadhead Hours, Deadhead Hours Questionable ,Train Miles, Train Miles Questionable ,"Train 
Revenue
Miles", Train Revenue Miles Questionable ,Train Hours, Train Hours Questionable ,"Train 
Revenue 
Hours", Train Revenue Hours Questionable ,Unlinked Passenger Trips, Unlinked Passenger Trips Questionable ,Passenger Miles,Passenger Miles Questionable,Directional Route Miles
Corpus Christi Regional Transportation Authority,Corpus Christi,TX,6051,60051,Independent Public Agency or Authority of Transit Service,Full Reporter," 320,069 ",  112 ,DR,DO,1,,0,,  22.63 ,,  29.60 ,,  0.97 ,, 0 ,," 59,859 ",,47385,," 12,474 ",," 2,661 ",,2094,, 567 ,, 0 ,, 0 ,, 0 ,, 0 ,,2026,," 59,970 ",,0.0
Denton County Transportation Authority,Lewisville,TX,6101,60101,Independent Public Agency or Authority of Transit Service,Full Reporter," 366,174 ",  104 ,MB,DO,52,,0,,  11.83 ,,  2.44 ,,  17.38 ,," 1,627,172 ",," 1,795,521 ",,1625328,," 170,193 ",," 148,484 ",,137411,," 11,073 ",, 0 ,, 0 ,, 0 ,, 0 ,,2388648,," 5,828,301 ",,240.2
Denton County Transportation Authority,Lewisville,TX,6101,60101,Independent Public Agency or Authority of Transit Service,Full Reporter," 366,174 ",  104 ,YR,PT,4,,4,,  24.88 ,,  14.07 ,,  31.75 ,," 355,815 ",," 343,828 ",,328658,," 15,170 ",," 14,542 ",,13208,," 1,334 ",," 343,828 ",," 328,658 ",," 14,542 ",," 13,208 ",,419335,," 5,901,029 ",,42.6
Denton County Transportation Authority,Lewisville,TX,6101,60101,Independent Public Agency or Authority of Transit Service,Full Reporter," 366,174 ",  104 ,DT,PT,6,,0,,  15.54 ,,  8.11 ,,  1.91 ,, 0 ,, 0 ,,61695,, 0 ,, 0 ,,3969,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,7576,," 61,441 ",,0.0
Denton County Transportation Authority,Lewisville,TX,6101,60101,Independent Public Agency or Authority of Transit Service,Full Reporter," 366,174 ",  104 ,VP,PT,32,,0,,  46.19 ,,  43.87 ,,  8.58 ,, 0 ,," 689,889 ",,689889,, 0 ,," 14,935 ",,14935,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,128089,," 5,618,847 ",,0.0
Denton County Transportation Authority,Lewisville,TX,6101,60101,Independent Public Agency or Authority of Transit Service,Full Reporter," 366,174 ",  104 ,DR,DO,10,,0,,  12.58 ,,  5.47 ,,  1.78 ,, 0 ,," 312,812 ",,264591,," 48,221 ",," 26,917 ",,21031,," 5,886 ",, 0 ,, 0 ,, 0 ,, 0 ,,37391,," 204,529 ",,0.0
"West Texas Opportunities, Inc. ",Lamesa ,TX,6R05-020,6R05-60243,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  100 ,DR,DO,100,,0,,  21.81 ,,  -   ,,  1.27 ,, 0 ,, 0 ,,1784471,, 0 ,, 0 ,,81806,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,103746,, 0 ,,0.0
"City of Lubbock, dba: CITIBUS",Lubbock,TX,6010,60010,"City, County or Local Government Unit or Department of Transportation",Full Reporter," 237,356 ",  94 ,MB,DO,65,,0,,  13.14 ,,  2.28 ,,  25.27 ,," 1,905,385 ",," 1,910,903 ",,1904823,," 6,080 ",," 145,943 ",,144960,, 983 ,, 0 ,, 0 ,, 0 ,, 0 ,,3663015,," 8,333,792 ",,179.2
"City of Lubbock, dba: CITIBUS",Lubbock,TX,6010,60010,"City, County or Local Government Unit or Department of Transportation",Full Reporter," 237,356 ",  94 ,DR,DO,29,,0,,  15.67 ,,  6.99 ,,  2.55 ,, 0 ,," 656,046 ",,592767,," 63,279 ",," 44,293 ",,37819,," 6,474 ",, 0 ,, 0 ,, 0 ,, 0 ,,96391,," 673,588 ",,0.0
Hill Country Transit District,San Saba,TX,6091,60091,Independent Public Agency or Authority of Transit Service,Full Reporter," 217,630 ",  91 ,DR,DO,81,,0,,  13.58 ,,  8.89 ,,  2.04 ,, 0 ,," 1,726,942 ",,1405230,," 321,712 ",," 116,828 ",,103473,," 13,355 ",, 0 ,, 0 ,, 0 ,, 0 ,,210665,," 1,872,973 ",,0.0
Hill Country Transit District,San Saba,TX,6091,60091,Independent Public Agency or Authority of Transit Service,Full Reporter," 217,630 ",  91 ,MB,DO,10,,0,,  15.30 ,,  5.99 ,,  14.20 ,," 478,942 ",," 546,680 ",,476521,," 70,159 ",," 33,290 ",,31153,," 2,137 ",, 0 ,, 0 ,, 0 ,, 0 ,,442325,," 2,650,389 ",,169.6
El Paso County ,El Paso ,TX,6R05-034,6R05-60179,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  85 ,VP,PT,68,,0,,  59.88 ,,  -   ,,  3.97 ,, 0 ,, 0 ,,2798110,, 0 ,, 0 ,,46732,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,185687,, 0 ,,0.0
El Paso County ,El Paso ,TX,6R05-034,6R05-60179,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  85 ,CB,PT,17,,0,,  24.33 ,,  -   ,,  5.31 ,, 0 ,, 0 ,,912364,, 0 ,, 0 ,,37500,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,199194,, 0 ,,0.0
STAR Transit,Terrell,TX,6114,60114,"City, County or Local Government Unit or Department of Transportation",Full Reporter," 5,121,892 ",  78 ,MB,DO,11,,0,,  16.02 ,,  8.78 ,,  2.29 ,," 600,872 ",," 552,066 ",,500902,," 51,164 ",," 36,400 ",,31274,," 5,126 ",, 0 ,, 0 ,, 0 ,, 0 ,,71545,," 628,156 ",,240.0
STAR Transit,Terrell,TX,6114,60114,"City, County or Local Government Unit or Department of Transportation",Full Reporter," 5,121,892 ",  78 ,DR,DO,67,,0,,  15.29 ,,  8.75 ,,  1.90 ,, 0 ,," 1,468,742 ",,1338505,," 130,237 ",," 93,485 ",,87552,," 5,933 ",, 0 ,, 0 ,, 0 ,, 0 ,,166517,," 1,457,818 ",,0.0
Brazos Transit District,Bryan,TX,6059,60059,Independent Public Agency or Authority of Transit Service,Full Reporter," 171,345 ",  75 ,DR,DO,48,,0,,  21.36 ,,  15.50 ,,  1.69 ,, 0 ,," 1,108,891 ",,832139,," 276,752 ",," 47,766 ",,38951,," 8,815 ",, 0 ,, 0 ,, 0 ,, 0 ,,65871,," 1,021,000 ",,0.0
Capital Area Rural Transportation System (CARTS - RURAL),Austin,TX,,6R05-66271,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  75 ,DR,DO,51,,0,,  13.17 ,,  -   ,,  1.69 ,, 0 ,, 0 ,,621614,, 0 ,, 0 ,,47217,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,79846,, 0 ,,0.0
Capital Area Rural Transportation System (CARTS - RURAL),Austin,TX,,6R05-66271,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  75 ,CB,DO,19,,0,,  24.09 ,,  -   ,,  3.83 ,, 0 ,, 0 ,,704808,, 0 ,, 0 ,,29252,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,111958,, 0 ,,0.0
Brazos Transit District,Bryan,TX,6059,60059,Independent Public Agency or Authority of Transit Service,Full Reporter," 171,345 ",  75 ,MB,DO,27,,0,,  17.35 ,,  6.39 ,,  8.52 ,," 845,864 ",," 855,167 ",,830095,," 25,072 ",," 48,857 ",,47843,," 1,014 ",, 0 ,, 0 ,, 0 ,, 0 ,,407672,," 2,605,024 ",,292.8
Capital Area Rural Transportation System (CARTS - RURAL),Austin,TX,,6R05-66271,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  75 ,MB,DO,5,,0,,  10.94 ,,  -   ,,  3.17 ,, 0 ,, 0 ,,125360,, 0 ,, 0 ,,11460,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,36373,, 0 ,,0.0
Panhandle Community Services ,Amarillo ,TX,6R05-002,6R05-60192,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  74 ,DR,DO,74,,0,,  17.10 ,,  -   ,,  4.35 ,, 0 ,, 0 ,,1173820,, 0 ,, 0 ,,68625,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,298698,, 0 ,,0.0
Central Texas Rural Transit District,Coleman,TX,6R05-005,6R05-60262,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  68 ,DR,DO,68,,0,,  25.37 ,,  -   ,,  2.00 ,, 0 ,, 0 ,,1415069,, 0 ,, 0 ,,55772,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,111556,, 0 ,,0.0
"Rural Economic Assistance League, Inc. ",Alice ,TX,6R05-011,6R05-60175,Private-Non-Profit Corporation,Rural Reporter, 0 ,  60 ,DR,DO,60,,0,,  17.65 ,,  -   ,,  4.75 ,, 0 ,, 0 ,,1010169,, 0 ,, 0 ,,57224,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,271842,, 0 ,,0.0
Rolling Plains Management Corporation / SHARP Lines,Crowell ,TX,6R05-008,6R05-60143,Other Publicly-Owned or Privately Chartered Corporation,Rural Reporter, 0 ,  58 ,DR,DO,58,,0,,  16.01 ,,  -   ,,  2.71 ,, 0 ,, 0 ,,871979,, 0 ,, 0 ,,54468,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,147854,, 0 ,,0.0
Southwest Area Regional Transit District,Uvalde ,TX,6R05-023,6R05-60256,Independent Public Agency or Authority of Transit Service,Rural Reporter, 0 ,  57 ,DR,DO,57,,0,,  20.14 ,,  -   ,,  2.60 ,, 0 ,, 0 ,,929369,, 0 ,, 0 ,,46153,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,120168,, 0 ,,0.0
Lower Rio Grande Valley Development Council,Weslaco,TX,6090,60090,"MPO, COG or Other Planning Agency",Full Reporter," 728,825 ",  55 ,MB,DO,50,,0,,  21.71 ,,  8.84 ,,  7.27 ,," 2,264,426 ",," 2,225,580 ",,2073664,," 151,916 ",," 104,635 ",,95504,," 9,131 ",, 0 ,, 0 ,, 0 ,, 0 ,,694479,," 6,135,877 ",,"1,263.1"
Lower Rio Grande Valley Development Council,Weslaco,TX,6090,60090,"MPO, COG or Other Planning Agency",Full Reporter," 728,825 ",  55 ,DR,DO,5,,0,,  21.08 ,,  16.85 ,,  2.55 ,, 0 ,," 137,446 ",,122018,," 15,428 ",," 6,626 ",,5787,, 839 ,, 0 ,, 0 ,, 0 ,, 0 ,,14747,," 248,516 ",,0.0
Concho Valley Transit District,San Angelo,TX,6102,60102,Independent Public Agency or Authority of Transit Service,Full Reporter," 92,984 ",  51 ,DR,DO,35,,0,,  19.22 ,,  16.09 ,,  2.02 ,, 0 ,," 950,910 ",,816475,," 134,435 ",," 46,501 ",,42480,," 4,021 ",, 0 ,, 0 ,, 0 ,, 0 ,,85970,," 1,383,499 ",,0.0
"Laredo Transit Management, Inc., dba: El Metro",Laredo,TX,6009,60009,"City, County or Local Government Unit or Department of Transportation",Full Reporter," 235,730 ",  51 ,DR,DO,16,,0,,  10.60 ,,  5.43 ,,  1.82 ,, 0 ,," 302,418 ",,261744,," 40,674 ",," 26,758 ",,24702,," 2,056 ",, 0 ,, 0 ,, 0 ,, 0 ,,45038,," 244,374 ",,0.0
Concho Valley Transit District,San Angelo,TX,6102,60102,Independent Public Agency or Authority of Transit Service,Full Reporter," 92,984 ",  51 ,MB,DO,16,,0,,  15.04 ,,  7.27 ,,  9.49 ,," 346,159 ",," 319,165 ",,289068,," 30,097 ",," 21,058 ",,19221,," 1,837 ",, 0 ,, 0 ,, 0 ,, 0 ,,182499,," 1,326,001 ",,111.4
"Laredo Transit Management, Inc., dba: El Metro",Laredo,TX,6009,60009,"City, County or Local Government Unit or Department of Transportation",Full Reporter," 235,730 ",  51 ,MB,DO,35,,0,,  11.40 ,,  3.39 ,,  18.52 ,," 1,713,380 ",," 1,762,044 ",,1691818,," 70,226 ",," 152,320 ",,148388,," 3,932 ",, 0 ,, 0 ,, 0 ,, 0 ,,2748108,," 9,316,086 ",,354.0
Alamo Area Council of Governments,San Antonio ,TX,6130,60130,"MPO, COG or Other Planning Agency",Full Reporter," 1,758,210 ",  48 ,DR,DO,48,,0,,  16.95 ,,  10.48 ,,  1.86 ,, 0 ,," 1,346,468 ",,1070586,," 275,882 ",," 80,602 ",,63149,," 17,453 ",, 0 ,, 0 ,, 0 ,, 0 ,,117378,," 1,230,524 ",,0.0
Ark-Tex Council of Governments ,Texarkana,TX,6R05-003,6R05-60145,"MPO, COG or Other Planning Agency",Rural Reporter, 0 ,  45 ,MB,DO,4,,0,,  16.76 ,,  -   ,,  6.04 ,, 0 ,, 0 ,,163216,, 0 ,, 0 ,,9740,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,58828,, 0 ,,0.0
Ark-Tex Council of Governments ,Texarkana,TX,6R05-003,6R05-60145,"MPO, COG or Other Planning Agency",Rural Reporter, 0 ,  45 ,DR,DO,35,,0,,  20.48 ,,  -   ,,  2.09 ,, 0 ,, 0 ,,709943,, 0 ,, 0 ,,34670,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,72335,, 0 ,,0.0
Ark-Tex Council of Governments ,Texarkana,TX,6R05-003,6R05-60145,"MPO, COG or Other Planning Agency",Rural Reporter, 0 ,  45 ,CB,DO,6,,0,,  25.68 ,,  -   ,,  0.25 ,, 0 ,, 0 ,,281731,, 0 ,, 0 ,,10969,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,2784,, 0 ,,0.0
"Fort Bend County, Texas, dba: Fort Bend County Public Transportation",Sugar Land,TX,6103,60103,"City, County or Local Government Unit or Department of Transportation",Full Reporter," 4,944,332 ",  44 ,CB,PT,20,,0,,  25.50 ,,  20.68 ,,  10.75 ,," 624,960 ",," 851,565 ",,591322,," 260,243 ",," 33,763 ",,23192,," 10,571 ",, 0 ,, 0 ,, 0 ,, 0 ,,249270,," 5,153,699 ",,76.1
"City of Arlington, dba: Handitran",Arlington,TX,6041,60041,"City, County or Local Government Unit or Department of Transportation",Full Reporter," 5,121,892 ",  44 ,DR,DO,14,,0,,  13.87 ,,  7.80 ,,  1.94 ,, 0 ,," 295,601 ",,241460,," 54,141 ",," 22,549 ",,17408,," 5,141 ",, 0 ,, 0 ,, 0 ,, 0 ,,33731,," 263,194 ",,0.0
"Fort Bend County, Texas, dba: Fort Bend County Public Transportation",Sugar Land,TX,6103,60103,"City, County or Local Government Unit or Department of Transportation",Full Reporter," 4,944,332 ",  44 ,MB,PT,3,,0,,  10.25 ,,  4.45 ,,  1.42 ,," 63,984 ",," 94,969 ",,75409,," 19,560 ",," 8,071 ",,7359,, 712 ,, 0 ,, 0 ,, 0 ,, 0 ,,10477,," 46,623 ",,28.3
"City of Arlington, dba: Handitran",Arlington,TX,6041,60041,"City, County or Local Government Unit or Department of Transportation",Full Reporter," 5,121,892 ",  44 ,MB,PT,2,,0,,  16.19 ,,  3.90 ,,  10.96 ,," 21,872 ",," 34,476 ",,21837,," 12,639 ",," 1,735 ",,1349,, 386 ,, 0 ,, 0 ,, 0 ,, 0 ,,14790,," 57,661 ",,17.5
"Fort Bend County, Texas, dba: Fort Bend County Public Transportation",Sugar Land,TX,6103,60103,"City, County or Local Government Unit or Department of Transportation",Full Reporter," 4,944,332 ",  44 ,DR,PT,21,,0,,  20.90 ,,  13.54 ,,  2.55 ,, 0 ,," 1,254,408 ",,1088063,," 166,345 ",," 58,500 ",,52050,," 6,450 ",, 0 ,, 0 ,, 0 ,, 0 ,,132866,," 1,798,734 ",,0.0
"City of Arlington, dba: Handitran",Arlington,TX,6041,60041,"City, County or Local Government Unit or Department of Transportation",Full Reporter," 5,121,892 ",  44 ,DT,PT,28,,0,,  17.05 ,,  9.75 ,,  2.87 ,, 0 ,, 0 ,,939892,, 0 ,, 0 ,,55136,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,158026,," 1,540,731 ",,0.0
"South Plains Community Action Association, Inc.",Levelland ,TX,6R05-035,6R05-60159,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  42 ,CB,DO,2,,0,,  39.73 ,,  -   ,,  10.74 ,, 0 ,, 0 ,,88193,, 0 ,, 0 ,,2220,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,23851,, 0 ,,0.0
"South Plains Community Action Association, Inc.",Levelland ,TX,6R05-035,6R05-60159,"City, County or Local Government Unit or Department of Transportation",Rural Reporter, 0 ,  42 ,DR,DO,40,,0,,  26.14 ,,  -   ,,  2.80 ,, 0 ,, 0 ,,1095718,, 0 ,, 0 ,,41910,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,117315,, 0 ,,0.0
East Texas Council of Governments ,Kilgore,TX,6R05-029,6R05-60186,"MPO, COG or Other Planning Agency",Rural Reporter, 0 ,  41 ,DR,DO,40,,0,,  18.45 ,,  -   ,,  1.55 ,, 0 ,, 0 ,,1054992,, 0 ,, 0 ,,57166,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,88871,, 0 ,,0.0
East Texas Council of Governments ,Kilgore,TX,6R05-029,6R05-60186,"MPO, COG or Other Planning Agency",Rural Reporter, 0 ,  41 ,MB,DO,1,,0,,  17.48 ,,  -   ,,  1.13 ,, 0 ,, 0 ,,47676,, 0 ,, 0 ,,2728,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,3077,, 0 ,,0.0
Texas State University,San Marcos,TX,,60269,University,Full Reporter," 52,826 ",  39 ,MB,PT,39,,0,,  12.36 ,,  2.09 ,,  41.56 ,," 814,162 ",," 907,520 ",,805926,," 101,594 ",," 68,155 ",,65201,," 2,954 ",, 0 ,, 0 ,, 0 ,, 0 ,,2710009,," 5,652,555 ",,58.4
The Gulf Coast Center,Texas City,TX,6082,60082,Independent Public Agency or Authority of Transit Service,Full Reporter," 106,383 ",  38 ,DR,DO,12,,0,,  16.98 ,,  10.69 ,,  1.81 ,, 0 ,," 307,816 ",,271260,," 36,556 ",," 17,414 ",,15975,," 1,439 ",, 0 ,, 0 ,, 0 ,, 0 ,,28962,," 309,604 ",,0.0
The Gulf Coast Center,Texas City,TX,6082,60082,Independent Public Agency or Authority of Transit Service,Full Reporter," 106,383 ",  38 ,MB,DO,12,,0,,  18.67 ,,  5.32 ,,  6.60 ,," 665,956 ",," 628,728 ",,566614,," 62,114 ",," 32,795 ",,30348,," 2,447 ",, 0 ,, 0 ,, 0 ,, 0 ,,200310,," 1,065,650 ",,190.0
The Gulf Coast Center,Texas City,TX,6082,60082,Independent Public Agency or Authority of Transit Service,Full Reporter," 106,383 ",  38 ,CB,DO,4,,0,,  23.20 ,,  23.46 , W ,  5.30 ,," 78,102 ",," 79,396 ",,74383,," 5,013 ",," 3,330 ",,3206,, 124 ,, 0 ,, 0 ,, 0 ,, 0 ,,16990,," 398,585 ",W,4.0
The Gulf Coast Center,Texas City,TX,6082,60082,Independent Public Agency or Authority of Transit Service,Full Reporter," 106,383 ",  38 ,DT,PT,10,,0,,  28.94 ,,  12.19 ,,  3.06 ,, 0 ,, 0 ,,53422,, 0 ,, 0 ,,1846,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,5646,," 68,837 ",,0.0
The Woodlands Township,The Woodlands,TX,6134,60134,"City, County or Local Government Unit or Department of Transportation",Full Reporter," 239,938 ",  34 ,MB,PT,4,,0,,  7.08 ,,  2.58 ,,  9.99 ,," 88,090 ",," 101,686 ",,88090,," 13,596 ",," 14,924 ",,12441,," 2,483 ",, 0 ,, 0 ,, 0 ,, 0 ,,124332,," 321,150 ",,6.1
The Woodlands Township,The Woodlands,TX,6134,60134,"City, County or Local Government Unit or Department of Transportation",Full Reporter," 239,938 ",  34 ,CB,PT,30,,0,,  28.18 ,,  36.90 ,,  17.46 ,," 876,994 ",," 1,383,512 ", Q ,875674,," 507,838 ",," 58,734 ", Q ,31078,," 27,656 ",, 0 ,, 0 ,, 0 ,, 0 ,,542534,," 20,019,503 ",,116.1
"City of Waco, dba: Waco Transit System, Inc.",Waco,TX,6012,60012,"City, County or Local Government Unit or Department of Transportation",Full Reporter," 172,378 ",  32 ,DR,DO,14,,0,,  17.37 ,,  7.09 ,,  2.50 ,, 0 ,," 511,684 ",,450949,," 60,735 ",," 29,366 ",,25966,," 3,400 ",, 0 ,, 0 ,, 0 ,, 0 ,,64880,," 460,280 ",,0.0
"City of Waco, dba: Waco Transit System, Inc.",Waco,TX,6012,60012,"City, County or Local Government Unit or Department of Transportation",Full Reporter," 172,378 ",  32 ,MB,DO,18,,0,,  14.81 ,,  3.76 ,,  23.37 ,," 780,597 ",," 788,622 ",,780040,," 8,582 ",," 53,996 ",,52663,," 1,333 ",, 0 ,, 0 ,, 0 ,, 0 ,,1230908,," 4,632,565 ",,230.0
"City of Abilene , dba: CityLink Transit",Abilene,TX,6040,60040,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 110,421 ",  30 ,DR,DO,18,,0,,  13.63 ,,  -   ,,  2.19 ,, 0 ,, 0 ,,439687,, 0 ,, 0 ,,32257,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,70704,, 0 ,,0.0
"City of Brownsville , dba: Brownsville Metro",Brownsville,TX,6014,60014,"City, County or Local Government Unit or Department of Transportation",Full Reporter," 217,585 ",  30 ,MB,DO,16,,0,,  12.28 ,,  4.54 , W ,  23.62 ,," 729,746 ",," 777,870 ",,725283,," 52,587 ",," 61,852 ",,59072,," 2,780 ",, 0 ,, 0 ,, 0 ,, 0 ,,1395239,," 6,339,697 ",W,235.2
Golden Crescent Regional Planning Commission,Victoria,TX,6095,60095,"MPO, COG or Other Planning Agency",Reduced Reporter," 63,683 ",  30 ,MB,DO,10,,0,,  16.64 ,,  -   ,,  6.98 ,, 0 ,, 0 ,,396944,, 0 ,, 0 ,,23849,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,166391,, 0 ,,0.0
"City of Brownsville , dba: Brownsville Metro",Brownsville,TX,6014,60014,"City, County or Local Government Unit or Department of Transportation",Full Reporter," 217,585 ",  30 ,DR,DO,8,,0,,  10.90 ,,  4.78 ,,  2.08 ,, 0 ,," 186,455 ",,162747,," 23,708 ",," 16,952 ",,14929,," 2,023 ",, 0 ,, 0 ,, 0 ,, 0 ,,31126,," 148,925 ",,0.0
Golden Crescent Regional Planning Commission,Victoria,TX,6095,60095,"MPO, COG or Other Planning Agency",Reduced Reporter," 63,683 ",  30 ,DR,DO,15,,0,,  14.70 ,,  -   ,,  2.63 ,, 0 ,, 0 ,,388135,, 0 ,, 0 ,,26411,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,69444,, 0 ,,0.0
"City of Abilene , dba: CityLink Transit",Abilene,TX,6040,60040,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 110,421 ",  30 ,MB,DO,12,,0,,  13.45 ,,  -   ,,  11.57 ,, 0 ,, 0 ,,361350,, 0 ,, 0 ,,26859,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,310713,, 0 ,,0.0
"City of Brownsville , dba: Brownsville Metro",Brownsville,TX,6014,60014,"City, County or Local Government Unit or Department of Transportation",Full Reporter," 217,585 ",  30 ,CB,PT,6,,0,,  33.02 ,,  38.46 , W ,  7.88 ,," 665,172 ",," 669,139 ",,655273,," 13,866 ",," 20,789 ",,19843,, 946 ,, 0 ,, 0 ,, 0 ,, 0 ,,156404,," 6,016,069 ",W,227.0
Golden Crescent Regional Planning Commission,Victoria,TX,6095,60095,"MPO, COG or Other Planning Agency",Reduced Reporter," 63,683 ",  30 ,CB,DO,5,,0,,  30.16 ,,  -   ,,  9.42 ,, 0 ,, 0 ,,289018,, 0 ,, 0 ,,9584,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,90302,, 0 ,,0.0
"City of Tyler, dba: Tyler Transit",Tyler,TX,6089,60089,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 130,247 ",  29 ,MB,PT,1,,0,,  8.38 ,,  -   ,,  0.27 ,, 0 ,, 0 ,,21377,, 0 ,, 0 ,,2550,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,683,, 0 ,,0.0
"SPAN, Incorporated",Denton,TX,6116,60116,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 366,174 ",  29 ,DR,DO,29,,0,,  19.09 ,,  -   ,,  1.91 ,, 0 ,, 0 ,,595823,, 0 ,, 0 ,,31205,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,59562,, 0 ,,0.0
"City of Tyler, dba: Tyler Transit",Tyler,TX,6089,60089,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 130,247 ",  29 ,DT,PT,13,,0,,  14.78 ,,  -   ,,  2.79 ,, 0 ,, 0 ,,112918,, 0 ,, 0 ,,7639,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,21335,, 0 ,,0.0
"City of Tyler, dba: Tyler Transit",Tyler,TX,6089,60089,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 130,247 ",  29 ,DR,DO,8,,0,,  12.26 ,,  -   ,,  2.64 ,, 0 ,, 0 ,,157504,, 0 ,, 0 ,,12842,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,33844,, 0 ,,0.0
"City of Tyler, dba: Tyler Transit",Tyler,TX,6089,60089,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 130,247 ",  29 ,MB,DO,6,,0,,  15.16 ,,  -   ,,  7.33 ,, 0 ,, 0 ,,307096,, 0 ,, 0 ,,20254,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,148460,, 0 ,,0.0
"City of Tyler, dba: Tyler Transit",Tyler,TX,6089,60089,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 130,247 ",  29 ,CB,PT,1,,0,,  25.79 ,,  -   ,,  0.45 ,, 0 ,, 0 ,,55111,, 0 ,, 0 ,,2137,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,953,, 0 ,,0.0
"City of Galveston , dba: City of Galveston Island Transit",Galveston,TX,6015,60015,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 54,770 ",  28 ,DT,PT,8,,0,,  15.45 ,,  -   ,,  4.52 ,, 0 ,, 0 ,,44247,, 0 ,, 0 ,,2863,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,12953,, 0 ,,0.0
"City of Galveston , dba: City of Galveston Island Transit",Galveston,TX,6015,60015,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 54,770 ",  28 ,DR,DO,4,,0,,  9.27 ,,  -   ,,  2.27 ,, 0 ,, 0 ,,85748,, 0 ,, 0 ,,9246,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,20993,, 0 ,,0.0
"City of Galveston , dba: City of Galveston Island Transit",Galveston,TX,6015,60015,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter," 54,770 ",  28 ,MB,DO,8,,0,,  12.40 ,,  -   ,,  12.39 ,, 0 ,, 0 ,,426131,, 0 ,, 0 ,,34356,, 0 ,, 0 ,, 0 ,, 0 ,, 0 ,,425763,, 0 ,,0.0
